"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 07 13:14:35 CST 2026","Wed Jan 07 13:15:09 CST 2026","34504","tests.steps","test_01_switch_input","","","","test_user_switch_input_via_tcp_port[opt3!-OPT 3]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_switch_input.feature: user_switch_input_via_tcp_port"
"passed","Mon Jan 26 09:18:16 CST 2026","Mon Jan 26 09:19:45 CST 2026","89606","tests.steps","test_05_system_update","","","","test_user_check_for_internet_update_when_up_to_date[P5]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_internet_update_when_up_to_date"
"passed","Thu Dec 25 14:12:49 CST 2025","Thu Dec 25 14:13:52 CST 2025","63644","","","","","","test_unit_exits_standby_if_audio_signal_is_detected[MICHI-PCM-COAX 2-coax2!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_audio_signal_is_detected"
"passed","Thu Dec 25 10:46:08 CST 2025","Thu Dec 25 10:46:43 CST 2025","34441","","","","","","test_user_set_fixed_volume_from_the_source_menu[MICHI-30-BLUETOOTH]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_fix_volume.feature: user_set_fixed_volume_from_the_source_menu"
"passed","Tue Dec 23 08:55:46 CST 2025","Tue Dec 23 08:57:10 CST 2025","83164","tests.steps","test_00_play_via_bluetooth_input","","","","test_user_switch_tracks_during_playback[serial, prev-aptX HD]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_switch_tracks_during_playback"
"passed","Thu Dec 25 09:31:33 CST 2025","Thu Dec 25 09:36:01 CST 2025","267870","tests.steps","test_01_hide_input","","","","test_user_hides_input_from_the_source_menu[MICHI-COAX 3-11]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_hide_input.feature: user_hides_input_from_the_source_menu"
"passed","Mon Dec 22 15:53:21 CST 2025","Mon Dec 22 15:53:50 CST 2025","29507","tests.steps","test_00_play_via_bluetooth_input","","","","test_user_start_playback[VIVO-aptX]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_start_playback"
"passed","Thu Dec 25 13:56:08 CST 2025","Thu Dec 25 13:57:02 CST 2025","53570","","","","","","test_unit_exits_standby_if_audio_signal_is_detected[MICHI-PCM-COAX 2-coax2!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_audio_signal_is_detected"
"passed","Thu Dec 25 13:57:28 CST 2025","Thu Dec 25 13:59:37 CST 2025","129208","","","","","","test_unit_exits_standby_if_audio_signal_is_detected[MICHI-PCM-COAX 2-coax2!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_audio_signal_is_detected"
"passed","Mon Dec 22 15:43:28 CST 2025","Mon Dec 22 15:43:42 CST 2025","13897","","","","","","test_user_control_playback[remote, pause-]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_control_playback"
"passed","Fri Dec 26 10:10:37 CST 2025","Fri Dec 26 10:11:40 CST 2025","63437","","","","","","test_user_check_for_update_when_available[MICHI]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_available"
"passed","Mon Dec 22 12:32:39 CST 2025","Mon Dec 22 12:33:26 CST 2025","47633","","","","","","test_user_configure_the_decoding_mode[MICHI-PCM 32B Only-PCM-32 Bit]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/02_pcusb_decode.feature: user_configure_the_decoding_mode"
"passed","Sat Jan 24 16:44:48 CST 2026","Sat Jan 24 16:45:05 CST 2026","17084","","","","","","test_auto_power_off_successfully[MICHI-20 Mins-1260]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_auto_power_off.feature: Auto power off successfully"
"passed","Fri Dec 26 10:07:36 CST 2025","Fri Dec 26 10:08:40 CST 2025","64252","","","","","","test_user_check_for_update_when_available[MICHI]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_available"
"passed","Thu Dec 25 08:42:43 CST 2025","Thu Dec 25 08:47:13 CST 2025","269595","tests.steps","test_01_name_input","","","","test_user_names_input_from_the_source_menu[MICHI-COAX 2-STREAMER]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_name_input.feature: user_names_input_from_the_source_menu"
"passed","Tue Dec 23 09:07:51 CST 2025","Tue Dec 23 09:08:30 CST 2025","39053","tests.steps","test_00_play_via_bluetooth_input","","","","test_user_control_playback[serial, pause-None]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_control_playback"
"passed","Fri Dec 26 15:12:15 CST 2025","Fri Dec 26 15:14:30 CST 2025","134540","","","","","","test_user_perform_internet_update_successfully[P5]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Mon Jan 05 14:43:32 CST 2026","Mon Jan 05 14:45:02 CST 2026","89418","tests.steps","test_05_system_update","","","","test_user_check_for_update_when_software_is_up_to_date[MICHI]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_software_is_up_to_date"
"passed","Tue Dec 23 14:05:40 CST 2025","Tue Dec 23 14:06:18 CST 2025","37759","tests.steps","test_00_play_via_pcusb_input","","","","test_user_start_playback[MacBook-PCM]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_pcusb_input.feature: user_start_playback"
"passed","Fri Dec 19 10:18:04 CST 2025","Fri Dec 19 10:19:45 CST 2025","101032","","","","","","test_user_switches_tracks_during_playback[remote-Queen-remote, prev-01. A Kind of Magic]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Dec 25 10:22:27 CST 2025","Thu Dec 25 10:25:47 CST 2025","200088","tests.steps","test_01_hide_input","","","","test_user_hides_input_from_the_source_menu[MICHI-BLUETOOTH-6]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_hide_input.feature: user_hides_input_from_the_source_menu"
"passed","Thu Dec 25 09:20:43 CST 2025","Thu Dec 25 09:21:21 CST 2025","37978","","","","","","test_user_hides_input_from_the_source_menu[MICHI-COAX 3-11]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_hide_input.feature: user_hides_input_from_the_source_menu"
"passed","Mon Jan 26 09:35:17 CST 2026","Mon Jan 26 09:40:56 CST 2026","339763","tests.steps","test_01_name_input","","","","test_user_names_input_from_the_source_menu[MICHI-COAX 1-CD TRANSPORT]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_name_input.feature: user_names_input_from_the_source_menu"
"passed","Wed Dec 24 16:25:22 CST 2025","Wed Dec 24 16:28:11 CST 2025","169478","tests.steps","test_01_name_input","","","","test_user_names_input_from_the_source_menu[MICHI-PC-USB-MAC]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_name_input.feature: user_names_input_from_the_source_menu"
"passed","Fri Dec 19 09:56:19 CST 2025","Fri Dec 19 09:57:13 CST 2025","54366","","","","","","test_user_switches_tracks_during_playback[remote-Queen-remote, next-17. One Vision]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Wed Dec 24 16:01:28 CST 2025","Wed Dec 24 16:02:27 CST 2025","59216","","","","","","test_user_names_input_from_the_source_menu[MICHI-OPT 1-TV]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_name_input.feature: user_names_input_from_the_source_menu"
"passed","Mon Jan 26 09:26:41 CST 2026","Mon Jan 26 09:28:25 CST 2026","104232","tests.steps","test_02_pcusb_decode","","","","test_user_configure_the_decoding_mode[MICHI-DSD/PCM 24B-PCM-24 Bit]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/02_pcusb_decode.feature: user_configure_the_decoding_mode"
"passed","Thu Dec 25 16:33:47 CST 2025","Thu Dec 25 16:34:39 CST 2025","51727","","","","","","test_auto_power_off_successfully[MICHI-20 Mins-1260]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_auto_power_off.feature: Auto power off successfully"
"passed","Mon Jan 26 10:01:21 CST 2026","Mon Jan 26 10:04:59 CST 2026","217843","tests.steps","test_02_signal_sense","","","","test_unit_exits_standby_if_audio_signal_is_detected[MICHI-aptX HD-BLUETOOTH-cd!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/02_signal_sense.feature: unit_exits_standby_if_audio_signal_is_detected"
"passed","Mon Jan 05 10:50:07 CST 2026","Mon Jan 05 10:51:04 CST 2026","56321","tests.steps","test_03_adjust_display_brightness","","","","test_user_preview_display_brightness[MICHI-Low]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_preview_display_brightness"
"passed","Thu Dec 18 16:37:36 CST 2025","Thu Dec 18 16:39:37 CST 2025","121489","tests.steps","test_00_listen_to_a_CD","","","","test_user_switches_tracks_during_playback[remote-Roy Orbison-remote, next-17. Leah]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Dec 25 09:21:46 CST 2025","Thu Dec 25 09:26:14 CST 2025","268481","tests.steps","test_01_hide_input","","","","test_user_hides_input_from_the_source_menu[MICHI-COAX 2-12]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_hide_input.feature: user_hides_input_from_the_source_menu"
"passed","Thu Dec 25 14:50:22 CST 2025","Thu Dec 25 14:53:02 CST 2025","159743","tests.steps","test_00_signal_sense","","","","test_unit_exits_standby_if_audio_signal_is_detected[MICHI-aptX HD-BLUETOOTH-bt!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_audio_signal_is_detected"
"passed","Mon Jan 26 10:16:26 CST 2026","Mon Jan 26 10:16:51 CST 2026","25785","tests.steps","test_00_play_via_bluetooth_input","","","","test_user_control_playback[serial, play-aptX HD]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_control_playback"
"passed","Wed Jan 07 13:15:44 CST 2026","Wed Jan 07 13:16:18 CST 2026","34219","tests.steps","test_01_switch_input","","","","test_user_switch_input_via_tcp_port[bluetooth!-BLUETOOTH]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_switch_input.feature: user_switch_input_via_tcp_port"
