"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 11 08:59:28 CST 2026","Thu Jun 11 09:00:36 CST 2026","68409","tests.steps","test_05_language","","","","test_change_system_language_updates_update_menu_labels[Polish-Checked: Server has no file]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_language.feature: Change_system_language_updates_update_menu_labels"
"passed","Tue Jun 16 10:30:53 CST 2026","Tue Jun 16 10:32:26 CST 2026","92530","","","","","","test_update_successfully_via_the_internet","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: Update_successfully_via_the_internet"
"passed","Fri Jun 12 11:06:48 CST 2026","Fri Jun 12 11:07:41 CST 2026","53042","tests.steps","test_05_language","","","","test_change_system_language_updates_renew_ip_menu_labels[Dutch]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_language.feature: Change_system_language_updates_renew_ip_menu_labels"
"passed","Wed Jun 10 15:03:45 CST 2026","Wed Jun 10 15:03:53 CST 2026","7458","","","","","","test_change_system_language_updates_update_menu_labels[English-Checked: USB source is unavailable]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_language.feature: Change_system_language_updates_update_menu_labels"
"passed","Thu Jun 11 16:31:35 CST 2026","Thu Jun 11 16:33:31 CST 2026","115448","tests.steps","test_05_language","","","","test_change_system_language_updates_default_menu_labels[PortugueseBR]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_language.feature: Change_system_language_updates_default_menu_labels"
"passed","Thu Jun 11 09:46:38 CST 2026","Thu Jun 11 09:48:02 CST 2026","84550","tests.steps","test_05_language","","","","test_change_system_language_updates_update_menu_labels[Czech-Checked: New online software]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_language.feature: Change_system_language_updates_update_menu_labels"
"passed","Fri Jun 12 09:44:39 CST 2026","Fri Jun 12 09:45:24 CST 2026","44481","tests.steps","test_05_language","","","","test_change_system_language_updates_cd_runtime_menu_labels[PortugueseBR]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_language.feature: Change_system_language_updates_cd_runtime_menu_labels"
"passed","Thu Jun 11 09:16:12 CST 2026","Thu Jun 11 09:16:16 CST 2026","3541","","","","","","test_change_system_language_updates_update_menu_labels[English-Checked: Software is the latest]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_language.feature: Change_system_language_updates_update_menu_labels"
"passed","Fri Jun 12 13:50:17 CST 2026","Fri Jun 12 13:52:26 CST 2026","129863","tests.steps","test_05_system_update","","","","test_check_for_update_when_update_source_is_unavailable[USB-No USB Flash Drive Detected]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: Check_for_update_when_update_source_is_unavailable"
"passed","Wed Jun 10 15:52:54 CST 2026","Wed Jun 10 15:54:29 CST 2026","95665","tests.steps","test_05_language","","","","test_change_system_language_updates_update_menu_labels[Spanish-Checked: Internet is unavailable]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_language.feature: Change_system_language_updates_update_menu_labels"
