"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 28 10:17:08 CST 2026","Tue Apr 28 10:17:22 CST 2026","14561","","","","","","test_update_successfully_via_the_usb[MBR,FAT,16GB-USB]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: Update_successfully_via_the_USB"
"passed","Tue Apr 28 10:17:32 CST 2026","Tue Apr 28 10:20:04 CST 2026","152085","tests.steps","test_05_system_update","","","","test_update_successfully_via_the_usb[MBR,FAT,16GB-USB]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: Update_successfully_via_the_USB"
"passed","Tue Apr 28 10:02:30 CST 2026","Tue Apr 28 10:09:16 CST 2026","405628","tests.steps","test_05_system_update","","","","test_update_successfully_via_the_internet","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: Update_successfully_via_the_internet"
"passed","Tue Apr 28 10:14:48 CST 2026","Tue Apr 28 10:15:43 CST 2026","54362","","","","","","test_update_successfully_via_the_usb[MBR,FAT,16GB-USB]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: Update_successfully_via_the_USB"
